Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000175756,AURKAIP1,0.4192422190141571,-0.5322532134676359,0.09639902755538697,0.6061911477839714,0.5322532134676359,0.09639902755538697
ENSG00000221978,CCNL2,0.1929066245500401,-0.2940412817759399,0.4732416464750643,0.23610536204259783,0.2940412817759399,0.4732416464750643
ENSG00000224870,MRPL20-AS1,0.029748716345554673,0.3605979288715746,0.6649933668744082,0.02248622495643789,-0.3605979288715746,0.6649933668744082
ENSG00000242485,MRPL20,0.33306294795126157,-0.6036042842684151,0.054415273609137074,0.5059400615198525,0.6036042842684151,0.054415273609137074
ENSG00000272455,AL391244.2,0.0018401267842611138,0.19709919658869524,1,0.0009369260398515787,-0.19709919658869524,1
ENSG00000235098,ANKRD65,0,-4.417610647526512,0.00588489397741413,0.0056215562391094724,4.417610647526512,0.00588489397741413
ENSG00000179403,VWA1,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000215915,ATAD3C,0.005520380352783341,1.0527092872535198,0.42861820469601314,0.0018738520797031573,-1.0527092872535198,0.42861820469601314
ENSG00000160072,ATAD3B,0.01748120445048058,-0.45271444848242925,0.5125279737143429,0.023423150996289468,0.45271444848242925,0.5125279737143429
ENSG00000197785,ATAD3A,0.028828652953424114,-0.655109961253169,0.1766570641735156,0.04497244991287578,0.655109961253169,0.1766570641735156
ENSG00000205090,TMEM240,0.0009200633921305569,-0.6102557254689085,1,0.0009369260398515787,0.6102557254689085,1
ENSG00000160075,SSU72,0.6179759117143574,-0.08418691380132115,0.916868406056888,0.6549113018562536,0.08418691380132115,0.916868406056888
ENSG00000215014,AL645728.1,0.057350618109471375,0.5520157034299684,0.31254303893087626,0.038413967633914727,-0.5520157034299684,0.31254303893087626
ENSG00000228594,FNDC10,0.014107638679335205,-1.6703767179064792,0.00011519152236955586,0.04497244991287578,1.6703767179064792,0.00011519152236955586
ENSG00000286989,AL691432.4,0.0009200633921305569,-2.4176106475265122,0.03736611126549487,0.0056215562391094724,2.4176106475265122,0.03736611126549487
ENSG00000272106,AL691432.2,0.03618916009046857,0.42658104271146247,0.509641044989189,0.026233929115844205,-0.42658104271146247,0.509641044989189
ENSG00000197530,MIB2,0.16653147397563078,1.4548393027529758,0.00010115781028861612,0.059963266550501035,-1.4548393027529758,0.00010115781028861612
ENSG00000189409,MMP23B,0.04477641841702044,1.6825260237589372,0.00158981525698082,0.013116964557922103,-1.6825260237589372,0.00158981525698082
ENSG00000248333,CDK11B,0.09169965141567883,0.1428295340605743,0.9293253842099468,0.08244949150693892,-0.1428295340605743,0.9293253842099468
ENSG00000272004,FO704657.1,0.0024535023790148184,-0.02529322474775242,1,0.0018738520797031573,0.02529322474775242,1
ENSG00000189339,SLC35E2B,0.07053819339667602,0.48660581378367995,0.36328539062849224,0.04965708011213367,-0.48660581378367995,0.36328539062849224
ENSG00000008128,CDK11A,0.2082410144188827,0.5137329918065445,0.2297589767601549,0.1452235361769947,-0.5137329918065445,0.2297589767601549
ENSG00000215790,SLC35E2A,0.04477641841702044,1.1299850007301586,0.024685598053527005,0.019675446836883152,-1.1299850007301586,0.024685598053527005
ENSG00000008130,NADK,0.04262960383538247,-3.3636157578857837,0.000000000000000000000000000000027998738654319944,0.4412921647700936,3.3636157578857837,0.000000000000000000000000000000027998738654319944
ENSG00000078369,GNB1,0.3533043425781338,-1.5423667362291593,0.000000007354484538612485,1.029681717796885,1.5423667362291593,0.000000007354484538612485
ENSG00000231050,AL109917.1,0.0024535023790148184,1.5596692759734037,0.4348927410773319,0,-1.5596692759734037,0.4348927410773319
ENSG00000169885,CALML6,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000178821,TMEM52,0.0009200633921305569,-0.6102557254689085,1,0.0009369260398515787,0.6102557254689085,1
ENSG00000142609,CFAP74,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000187730,GABRD,0.0015334389868842614,-0.6102557254689085,0.916868406056888,0.0018738520797031573,0.6102557254689085,0.916868406056888
ENSG00000067606,PRKCZ,0.023308272600640775,1.0715683145048356,0.09293658597874585,0.010306186438367365,-1.0715683145048356,0.09293658597874585
ENSG00000271806,AL590822.2,0.004600316960652784,-0.4176106475265131,0.869330584522546,0.0056215562391094724,0.4176106475265131,0.869330584522546
ENSG00000182873,PRKCZ-AS1,0.002146814581637966,0.3897442745310915,0.9456532164609498,0.0009369260398515787,-0.3897442745310915,0.9456532164609498
ENSG00000162585,FAAP20,0.2487238036726272,-0.3711845629858308,0.3141346560307906,0.3213656316690915,0.3711845629858308,0.3141346560307906
ENSG00000157933,SKI,0.08525920767076493,-0.05599002197066927,1,0.0880710477460484,0.05599002197066927,1
ENSG00000287356,AL590822.3,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000116151,MORN1,0.008893946123928716,1.2966348701396093,0.2059287466493931,0.0028107781195547362,-1.2966348701396093,0.2059287466493931
ENSG00000272420,AL513477.2,0.0024535023790148184,-1.2476856460842,0.2995168061174288,0.0056215562391094724,1.2476856460842,0.2995168061174288
ENSG00000157916,RER1,0.22357540428772532,-0.5163555865874268,0.12647983414398742,0.31949177958938835,0.5163555865874268,0.12647983414398742
ENSG00000157911,PEX10,0.0199347068294954,-0.15082410683161207,0.985961863186345,0.021549298916586312,0.15082410683161207,0.985961863186345
ENSG00000149527,PLCH2,0.015641077666219468,4.090183992672182,0.00004279131663492772,0,-4.090183992672182,0.00004279131663492772
ENSG00000224387,AL139246.1,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000157881,PANK4,0.016561141058350024,-0.4727522017189738,0.4898064010708964,0.02248622495643789,0.4727522017189738,0.4898064010708964
ENSG00000272449,AL139246.5,0.11194104604255109,0.010626349507190103,1,0.11055727270248629,-0.010626349507190103,1
ENSG00000238164,TNFRSF14-AS1,0.031282155332438936,0.98878196046397,0.07723967404982443,0.014990816637625259,-0.98878196046397,0.07723967404982443
ENSG00000157873,TNFRSF14,0.415255277648258,-0.08576183884045818,0.9173731988585616,0.440355238730242,0.08576183884045818,0.9173731988585616
ENSG00000228037,AL139246.3,0.008893946123928716,0.4892799480820056,0.717859831795113,0.0056215562391094724,-0.4892799480820056,0.717859831795113
ENSG00000157870,PRXL2B,0.023614960398017627,-0.07974100877012891,1,0.024360077036141046,0.07974100877012891,1
ENSG00000142606,MMEL1,0.006133755947537046,-0.6773699213274451,0.5599853553932834,0.009369260398515787,0.6773699213274451,0.5599853553932834
ENSG00000215912,TTC34,0.007667194934421307,0.2828290706145786,0.9297788930279162,0.0056215562391094724,-0.2828290706145786,0.9297788930279162
ENSG00000162591,MEGF6,0.027601901763916706,1.0901839926721832,0.06902319878528197,0.012180038518070523,-1.0901839926721832,0.06902319878528197
ENSG00000238260,AL513320.1,0.0012267511895074092,-0.28832763058154676,1,0.0009369260398515787,0.28832763058154676,1
ENSG00000158109,TPRG1L,0.08372576868388068,0.01204292652522021,1,0.08244949150693892,-0.01204292652522021,1
ENSG00000116213,WRAP73,0.0668579398281538,-0.37462747697576715,0.4201565371314133,0.08619719566634525,0.37462747697576715,0.4201565371314133
ENSG00000078900,TP73,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000227589,AL136528.1,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000235169,SMIM1,0.018707955639987988,1.5365856628603618,0.07068457249655541,0.0056215562391094724,-1.5365856628603618,0.07068457249655541
ENSG00000130764,LRRC47,0.06440443744913898,-0.7471375318892957,0.04052969282412145,0.10774649458293155,0.7471375318892957,0.04052969282412145
ENSG00000272153,AL365330.1,0.0009200633921305569,0.3897442745310915,1,0,-0.3897442745310915,1
ENSG00000116198,CEP104,0.07360507137044454,-0.34122257901367226,0.45550486337036633,0.09275567794530629,0.34122257901367226,0.45550486337036633
ENSG00000169598,DFFB,0.023308272600640775,0.26421339244723185,0.8143635073181185,0.018738520797031574,-0.26421339244723185,0.8143635073181185
ENSG00000198912,C1orf174,0.07299169577569084,-0.8892980075030947,0.01823702136431638,0.13491734973862735,0.8892980075030947,0.01823702136431638
ENSG00000236423,LINC01134,0.0003066877973768523,-2.1952182261900646,0.327495856483591,0.0018738520797031573,2.1952182261900646,0.327495856483591
ENSG00000284703,AL805961.1,0.0006133755947537046,-0.02529322474775242,1,0,0.02529322474775242,1
ENSG00000196581,AJAP1,0.0027601901763916704,0.7116723694184532,0.7257172735801838,0.0009369260398515787,-0.7116723694184532,0.7257172735801838
ENSG00000287586,Z98886.1,0.0006133755947537046,-1.0252932247477524,0.8136510724236866,0.0009369260398515787,1.0252932247477524,0.8136510724236866
ENSG00000131697,NPHP4,0.005827068150160194,-1.6102557254689085,0.013708901786462158,0.017801594757179996,1.6102557254689085,0.013708901786462158
ENSG00000069424,KCNAB2,0.19382668794217064,-1.359476471541757,0.0000008142213971886151,0.4975077271611883,1.359476471541757,0.0000008142213971886151
ENSG00000116254,CHD5,0.0003066877973768523,-1.6102557254689085,0.6353471364987358,0.0009369260398515787,1.6102557254689085,0.6353471364987358
ENSG00000116251,RPL22,9.453344666344094,0.5766174302462956,0.09997250680040369,6.342052363755337,-0.5766174302462956,0.09997250680039634
ENSG00000158286,RNF207,0.005827068150160194,-1.6102557254689085,0.016540404105358886,0.017801594757179996,1.6102557254689085,0.016540404105358886
ENSG00000116237,ICMT,0.02024139462687225,-1.5885606543695898,0.000047207564608211276,0.06090019259035262,1.5885606543695898,0.000047207564608211276
ENSG00000158292,GPR153,0.004293629163275932,0.7116723694184532,0.6508473265114857,0.0018738520797031573,-0.7116723694184532,0.6508473265114857
ENSG00000097021,ACOT7,0.02177483361375651,1.237741181086041,0.07925463757319717,0.008432334358664209,-1.237741181086041,0.07925463757319717
ENSG00000271746,AL031848.2,0.009507321718682422,0.06781617964372888,1,0.008432334358664209,-0.06781617964372888,1
ENSG00000069812,HES2,0.0036802535685222276,0.5052214919510263,0.8095152927938639,0.0018738520797031573,-0.5052214919510263,0.8095152927938639
ENSG00000187017,ESPN,0.0018401267842611138,1.1970991965886952,0.5842522282151745,0,-1.1970991965886952,0.5842522282151745
ENSG00000215788,TNFRSF25,0.1659180983808771,4.012461697247666,0.000000000000000009648198066995378,0.009369260398515787,-4.012461697247666,0.000000000000000009648198066995378
ENSG00000171680,PLEKHG5,0.0064404437449138985,2.849175893168388,0.023373209378713285,0,-2.849175893168388,0.023373209378713285
ENSG00000162408,NOL9,0.11010091925828998,0.7318502513560841,0.08419608004022525,0.06558482278961052,-0.7318502513560841,0.08419608004022525
ENSG00000173662,TAS1R1,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000204859,ZBTB48,0.02668183837178615,-0.8787445613948108,0.0504325472669599,0.04872015407228209,0.8787445613948108,0.0504325472669599
ENSG00000162413,KLHL21,0.02944202854817782,-1.2771294239766822,0.0005712483875686515,0.07120637902871998,1.2771294239766822,0.0005712483875686515
ENSG00000116273,PHF13,0.013494263084581501,-0.3663301425828198,0.68930168334295,0.016864668717328418,0.3663301425828198,0.68930168334295
ENSG00000041988,THAP3,0.03312228211670005,0.29994760418044475,0.7516775457859668,0.026233929115844205,-0.29994760418044475,0.7516775457859668
ENSG00000007923,DNAJC11,0.03526909669833801,-0.30686358201897423,0.6342058354376074,0.043098597833172624,0.30686358201897423,0.6342058354376074
